batch_id,unique_authors,total_contribution,avg_contribution,max_contribution,avg_effort,importance,total_churn,total_files,start_ts,end_ts,commit_count,start_date,end_date,duration_hours
16,1,0.0,0.0,0.0,0.6863,-0.694,74.0,2,1753466772,1753466772,1,2025-07-25,2025-07-25,0.0
14,1,0.0,0.0,0.0,0.7664,-0.6565,231.0,3,1753782006,1753782006,1,2025-07-29,2025-07-29,0.0
4,1,0.0,0.0,0.0,0.6112,-1.0897,25.0,5,1754400373,1754400373,1,2025-08-05,2025-08-05,0.0
3,1,0.0,0.0,0.0,0.562,-1.2706,12.0,1,1754424239,1754424239,1,2025-08-05,2025-08-05,0.0
7,2,0.0,0.0,0.0,0.429,-0.9535,30.0,8,1754296656,1754297052,2,2025-08-04,2025-08-04,0.11
8,1,0.0,0.0,0.0,0.7359,-0.7178,150.0,6,1754219524,1754219524,1,2025-08-03,2025-08-03,0.0
18,3,0.0,0.0,0.0,0.4275,-0.4212,313.0,12,1753367020,1753370187,3,2025-07-24,2025-07-24,0.88
22,1,0.0,0.0,0.0,0.7359,-0.5276,150.0,20,1753189377,1753189377,1,2025-07-22,2025-07-22,0.0
19,2,0.0,0.0,0.0,0.4842,-0.6774,72.0,3,1753356538,1753365583,2,2025-07-24,2025-07-24,2.51
20,1,0.0,0.0,0.0,0.5722,-1.1965,14.0,6,1753355107,1753355107,1,2025-07-24,2025-07-24,0.0
30,3,0.0,0.0,0.0,0.4369,-0.061,696.0,11,1752519710,1752524905,3,2025-07-14,2025-07-14,1.44
29,1,0.0,0.0,0.0,0.4784,-1.2625,3.0,1,1752529884,1752529884,1,2025-07-14,2025-07-14,0.0
31,3,0.0,0.0,0.0,0.4284,-0.0599,755.0,17,1752502328,1752511320,3,2025-07-14,2025-07-14,2.5
17,1,0.0,0.0,0.0,0.5072,-1.5341,5.0,1,1753464129,1753464129,1,2025-07-25,2025-07-25,0.0
24,2,0.0,0.0,0.0,0.333,-1.3133,4.0,2,1753110817,1753175063,2,2025-07-21,2025-07-22,17.85
46,2,0.0,0.0,0.0,0.5028,-0.5543,141.0,3,1751258146,1751267679,2,2025-06-30,2025-06-30,2.65
45,3,0.0,0.0,0.0,0.4111,-0.4444,297.0,6,1751268502,1751321015,3,2025-06-30,2025-06-30,14.59
44,1,0.0,0.0,0.0,0.7862,-0.4059,306.0,2,1751353777,1751353777,1,2025-07-01,2025-07-01,0.0
41,1,0.0,0.0,0.0,0.76,-0.6836,211.0,2,1751447414,1751447414,1,2025-07-02,2025-07-02,0.0
43,2,0.0,0.0,0.0,0.4614,-0.8277,48.0,11,1751373410,1751395679,2,2025-07-01,2025-07-01,6.19
36,4,0.0,0.0,0.0,0.3459,-0.0261,820.0,11,1752052076,1752080502,4,2025-07-09,2025-07-09,7.9
49,3,0.0,0.0,0.0,0.3282,-0.5382,140.0,5,1750946027,1750957606,3,2025-06-26,2025-06-26,3.22
56,3,0.0,0.0,0.0,0.4084,-0.2994,351.0,8,1750668150,1750703235,5,2025-06-23,2025-06-23,9.75
54,1,0.0,0.0,0.0,0.7325,-0.7538,143.0,3,1750855736,1750855736,1,2025-06-25,2025-06-25,0.0
53,2,0.0,0.0,0.0,0.529,-0.519,234.0,3,1750883386,1750916348,2,2025-06-25,2025-06-26,9.16
52,1,0.0,0.0,0.0,0.8767,-0.283,1098.0,2,1750917378,1750917378,1,2025-06-26,2025-06-26,0.0
50,1,0.0,0.0,0.0,0.7774,-0.6073,270.0,5,1750944583,1750944583,1,2025-06-26,2025-06-26,0.0
51,1,0.0,0.0,0.0,0.7802,-0.6255,281.0,2,1750942680,1750942680,1,2025-06-26,2025-06-26,0.0
60,2,0.0,0.0,0.0,0.6816,-0.3123,822.0,13,1750176469,1750178850,2,2025-06-17,2025-06-17,0.66
58,1,0.0,0.0,0.0,0.8537,-0.2255,794.0,16,1750522839,1750522839,1,2025-06-21,2025-06-21,0.0
89,1,0.0,0.0,0.0,0.7253,-0.5811,129.0,2,1747832304,1747832304,1,2025-05-21,2025-05-21,0.0
83,1,0.0,0.0,0.0,0.4784,-1.4649,3.0,1,1748015678,1748015678,1,2025-05-23,2025-05-23,0.0
82,1,0.0,0.0,0.0,0.7651,-0.5986,227.0,10,1748018149,1748018149,1,2025-05-23,2025-05-23,0.0
81,1,0.0,0.0,0.0,0.5359,-1.349,8.0,1,1748100806,1748100806,1,2025-05-24,2025-05-24,0.0
84,1,0.0,0.0,0.0,0.4293,-1.3599,1.0,1,1748015366,1748015366,1,2025-05-23,2025-05-23,0.0
88,1,0.0,0.0,0.0,0.7802,-0.5817,281.0,7,1747896093,1747896093,1,2025-05-22,2025-05-22,0.0
78,1,0.0,0.0,0.0,0.9181,-0.1628,1971.0,10,1748437006,1748437006,1,2025-05-28,2025-05-28,0.0
77,3,0.0,0.0,0.0,0.4562,-0.291,492.0,8,1748437260,1748443620,3,2025-05-28,2025-05-28,1.77
69,1,0.0,0.0,0.0,0.458,-1.4761,2.0,1,1749022381,1749022381,1,2025-06-04,2025-06-04,0.0
68,1,0.0,0.0,0.0,0.7699,-0.4614,243.0,1,1749026488,1749026488,1,2025-06-04,2025-06-04,0.0
65,1,0.0,0.0,0.0,0.6643,-0.9603,54.0,2,1749298102,1749298102,1,2025-06-07,2025-06-07,0.0
73,6,0.0,0.0,0.0,0.2192,-0.0099,1052.0,21,1748522754,1748594198,6,2025-05-29,2025-05-30,19.85
76,1,0.0,0.0,0.0,0.6824,-0.9164,70.0,1,1748446398,1748446398,1,2025-05-28,2025-05-28,0.0
74,1,0.0,0.0,0.0,0.4293,-1.5925,1.0,1,1748522651,1748522651,1,2025-05-29,2025-05-29,0.0
40,1,0.0,0.0,0.0,0.728,-0.5417,134.0,21,1751460837,1751460837,1,2025-07-02,2025-07-02,0.0
35,3,0.0,0.0,0.0,0.4201,-0.4441,318.0,9,1752081020,1752088752,3,2025-07-09,2025-07-09,2.15
48,4,0.0,0.0,0.0,0.2605,-0.089,261.0,23,1751005009,1751132224,4,2025-06-27,2025-06-28,35.34
111,2,0.0,0.0,0.0,0.5078,-0.4821,183.0,3,1746461577,1746464734,2,2025-05-05,2025-05-05,0.88
112,3,0.0,0.0,0.0,0.2949,-0.844,44.0,11,1746362102,1746385180,3,2025-05-04,2025-05-04,6.41
108,3,0.0,0.0,0.0,0.3905,-0.3476,363.0,9,1746530436,1746532636,3,2025-05-06,2025-05-06,0.61
107,1,0.0,0.0,0.0,0.8198,-0.4772,492.0,6,1746532997,1746532997,1,2025-05-06,2025-05-06,0.0
101,1,0.0,0.0,0.0,0.7247,-0.7412,128.0,7,1746893220,1746893220,1,2025-05-10,2025-05-10,0.0
102,1,0.0,0.0,0.0,0.5359,-1.3402,8.0,2,1746892085,1746892085,1,2025-05-10,2025-05-10,0.0
103,3,0.0,0.0,0.0,0.3776,-0.4188,157.0,6,1746875935,1746890038,3,2025-05-10,2025-05-10,3.92
114,2,0.0,0.0,0.0,0.5036,-0.7934,66.0,7,1746192329,1746248288,2,2025-05-02,2025-05-03,15.54
118,1,0.0,0.0,0.0,0.7812,-0.2713,285.0,19,1745992270,1745992270,1,2025-04-30,2025-04-30,0.0
110,1,0.0,0.0,0.0,0.8204,-0.1777,496.0,6,1746470522,1746471862,2,2025-05-05,2025-05-05,0.37
115,1,0.0,0.0,0.0,0.5851,-1.1931,17.0,2,1746168696,1746180158,2,2025-05-02,2025-05-02,3.18
123,1,0.0,0.0,0.0,0.5181,-1.3356,6.0,1,1745601175,1745601175,1,2025-04-25,2025-04-25,0.0
125,1,0.0,0.0,0.0,0.6055,-1.1327,23.0,2,1745575577,1745575577,1,2025-04-25,2025-04-25,0.0
127,3,0.0,0.0,0.0,0.3873,-0.4051,255.0,14,1745554987,1745567096,3,2025-04-25,2025-04-25,3.36
128,2,0.0,0.0,0.0,0.5241,-0.6683,131.0,5,1745523815,1745529453,2,2025-04-24,2025-04-24,1.57
154,2,0.0,0.0,0.0,0.5105,-0.6415,98.0,15,1743982741,1743983226,2,2025-04-06,2025-04-06,0.13
147,1,0.0,0.0,0.0,0.5722,-1.2315,14.0,2,1744342268,1744342268,1,2025-04-11,2025-04-11,0.0
145,1,0.0,0.0,0.0,0.8993,-0.2512,1511.0,6,1744629040,1744629040,1,2025-04-14,2025-04-14,0.0
152,1,0.0,0.0,0.0,0.6025,-1.0829,22.0,1,1744041758,1744041758,1,2025-04-07,2025-04-07,0.0
148,1,0.0,0.0,0.0,0.7115,-0.7883,106.0,6,1744341821,1744341821,1,2025-04-11,2025-04-11,0.0
138,2,0.0,0.0,0.0,0.588,-0.2559,280.0,26,1744902057,1744903062,2,2025-04-17,2025-04-17,0.28
137,2,0.0,0.0,0.0,0.4898,-0.7747,129.0,3,1744906644,1744914195,2,2025-04-17,2025-04-17,2.1
141,1,0.0,0.0,0.0,0.833,-0.457,593.0,4,1744827983,1744827983,1,2025-04-16,2025-04-16,0.0
