batch_id,unique_authors,total_contribution,avg_contribution,max_contribution,avg_effort,importance,total_churn,total_files,start_ts,end_ts,commit_count,start_date,end_date,duration_hours
100,2,0.0183,0.0091,0.0183,0.3084,-0.5282,345.0,5,1751406023,1751406219,2,2025-07-01,2025-07-01,0.05
24,1,0.0166,0.0083,0.0083,0.8427,0.0099,828.0,30,1753838998,1753839020,2,2025-07-30,2025-07-30,0.01
72,2,0.0152,0.0076,0.0152,0.2621,-0.4574,116.0,2,1752026429,1752026689,2,2025-07-09,2025-07-09,0.07
1,3,0.0129,0.0032,0.0044,0.3401,0.0095,693.0,24,1754955378,1754986474,4,2025-08-11,2025-08-12,8.64
63,4,0.012,0.003,0.0048,0.148,0.0203,727.0,14,1752162323,1752175866,4,2025-07-10,2025-07-10,3.76
152,3,0.011,0.0027,0.011,0.3586,-0.2107,796.0,19,1750399731,1750411392,4,2025-06-20,2025-06-20,3.24
140,3,0.0098,0.0025,0.0098,0.2694,-0.029,466.0,31,1750680361,1750685023,4,2025-06-23,2025-06-23,1.3
194,3,0.0074,0.0019,0.0037,0.0816,-0.0187,384.0,27,1749528639,1749539441,4,2025-06-10,2025-06-10,3.0
116,2,0.006,0.003,0.006,0.2791,-0.1765,173.0,46,1750988447,1750989365,2,2025-06-27,2025-06-27,0.26
62,3,0.0055,0.0014,0.0055,0.2072,-0.1203,397.0,35,1752176730,1752183292,4,2025-07-10,2025-07-10,1.82
134,4,0.0044,0.0011,0.0027,0.0811,0.0074,1317.0,18,1750765243,1750779627,4,2025-06-24,2025-06-24,4.0
219,3,0.0037,0.0007,0.0037,0.3683,-0.2916,487.0,14,1748952835,1748960825,5,2025-06-03,2025-06-03,2.22
147,3,0.0028,0.0004,0.0028,0.2813,-0.0609,908.0,17,1750437287,1750442952,7,2025-06-20,2025-06-20,1.57
213,4,0.0017,0.0004,0.0013,0.1066,-0.0083,347.0,35,1749041685,1749044491,4,2025-06-04,2025-06-04,0.78
203,3,0.0003,0.0001,0.0002,0.3046,-0.0011,464.0,40,1749218651,1749226055,4,2025-06-06,2025-06-06,2.06
67,1,0.0,0.0,0.0,0.8013,-0.5316,508.0,11,1752099175,1752099175,1,2025-07-09,2025-07-09,0.0
39,1,0.0,0.0,0.0,0.6613,-0.8504,97.0,3,1752844332,1752844332,1,2025-07-18,2025-07-18,0.0
43,2,0.0,0.0,0.0,0.3511,-0.4637,89.0,10,1752829320,1752835137,2,2025-07-18,2025-07-18,1.62
42,2,0.0,0.0,0.0,0.4872,-0.4765,430.0,8,1752835799,1752837868,2,2025-07-18,2025-07-18,0.57
41,1,0.0,0.0,0.0,0.6315,-0.8333,68.0,19,1752839806,1752839806,1,2025-07-18,2025-07-18,0.0
40,1,0.0,0.0,0.0,0.8337,-0.4964,745.0,5,1752843636,1752843636,1,2025-07-18,2025-07-18,0.0
38,2,0.0,0.0,0.0,0.4424,-0.6232,295.0,11,1752868460,1752872869,2,2025-07-18,2025-07-18,1.22
13,1,0.0,0.0,0.0,0.857,-0.4359,980.0,8,1754113400,1754113400,1,2025-08-02,2025-08-02,0.0
15,1,0.0,0.0,0.0,0.4756,-1.0064,10.0,2,1754059046,1754059046,1,2025-08-01,2025-08-01,0.0
4,2,0.0,0.0,0.0,0.2442,-0.6192,40.0,3,1754597768,1754600643,2,2025-08-07,2025-08-07,0.8
6,1,0.0,0.0,0.0,0.4086,-1.3839,4.0,2,1754509186,1754509186,1,2025-08-06,2025-08-06,0.0
7,1,0.0,0.0,0.0,0.5486,-0.8435,25.0,4,1754504908,1754504908,1,2025-08-06,2025-08-06,0.0
