batch_id,unique_authors,total_contribution,avg_contribution,max_contribution,avg_effort,importance,total_churn,total_files,start_ts,end_ts,commit_count,start_date,end_date,duration_hours
144,1,0.0,0.0,0.0,0.3448,-0.5624,66.0,3,1734373013,1734373013,1,2024-12-16,2024-12-16,0.0
146,1,0.0,0.0,0.0,0.3599,-0.5316,81.0,2,1734368305,1734368305,1,2024-12-16,2024-12-16,0.0
142,1,0.0,0.0,0.0,0.446,-0.2917,260.0,4,1734378214,1734379912,2,2024-12-16,2024-12-16,0.47
140,1,0.0,0.0,0.0,0.1516,-1.0994,4.0,2,1734407031,1734407031,1,2024-12-17,2024-12-17,0.0
138,1,0.0,0.0,0.0,0.1767,-1.0188,6.0,3,1734407538,1734407538,1,2024-12-17,2024-12-17,0.0
161,9,0.0,0.0,0.0,-0.1992,0.5621,2031.0,39,1730991224,1731602913,13,2024-11-07,2024-11-14,169.91
168,1,0.0,0.0,0.0,0.2965,-0.7072,34.0,1,1730839760,1730839760,1,2024-11-05,2024-11-05,0.0
169,1,0.0,0.0,0.0,0.3152,-0.6575,44.0,1,1730838459,1730838459,1,2024-11-05,2024-11-05,0.0
166,1,0.0,0.0,0.0,0.4007,-0.4168,141.0,3,1730847396,1730847396,1,2024-11-05,2024-11-05,0.0
167,1,0.0,0.0,0.0,0.0834,-1.3178,1.0,1,1730840642,1730840642,1,2024-11-05,2024-11-05,0.0
165,1,0.0,0.0,0.0,0.4621,-0.1229,323.0,19,1730847413,1730848784,3,2024-11-05,2024-11-05,0.38
163,1,0.0,0.0,0.0,0.4105,-0.3915,161.0,3,1730915684,1730915684,1,2024-11-06,2024-11-06,0.0
178,1,0.0,0.0,0.0,0.5206,-0.0934,710.0,5,1729274947,1729274947,1,2024-10-18,2024-10-18,0.0
187,1,0.0,0.0,0.0,0.4655,-0.1398,338.0,16,1728337853,1728341407,4,2024-10-07,2024-10-07,0.99
